Module Category,Country,Message Category,Message Code,Message Content,"Source Key (tham khảo, khong nhap)"
APS,베트남어,라벨,aps_risk_both,Thiếu VL + Quá tải,risk.both
APS,중국어,라벨,aps_risk_both,物料短缺+超负荷,risk.both
APS,한국어,라벨,aps_risk_materialShort,자재부족,risk.materialShort
APS,영어,라벨,aps_risk_materialShort,Material Shortage,risk.materialShort
APS,베트남어,라벨,aps_risk_materialShort,Thiếu vật liệu,risk.materialShort
APS,중국어,라벨,aps_risk_materialShort,物料短缺,risk.materialShort
APS,한국어,라벨,aps_risk_normal,정상,risk.normal
APS,영어,라벨,aps_risk_normal,Normal,risk.normal
APS,베트남어,라벨,aps_risk_normal,Bình thường,risk.normal
APS,중국어,라벨,aps_risk_normal,正常,risk.normal
APS,한국어,라벨,aps_risk_overload,부하초과,risk.overload
APS,영어,라벨,aps_risk_overload,Overload,risk.overload
APS,베트남어,라벨,aps_risk_overload,Quá tải,risk.overload
APS,중국어,라벨,aps_risk_overload,超负荷,risk.overload
APS,한국어,라벨,aps_workPlanList_col_action,액션,workPlanList.col.action
APS,영어,라벨,aps_workPlanList_col_action,Action,workPlanList.col.action
APS,베트남어,라벨,aps_workPlanList_col_action,Thao tác,workPlanList.col.action
APS,중국어,라벨,aps_workPlanList_col_action,操作,workPlanList.col.action
APS,한국어,라벨,aps_workPlanList_col_deliveryDate,납기일자,workPlanList.col.deliveryDate
APS,영어,라벨,aps_workPlanList_col_deliveryDate,Delivery Date,workPlanList.col.deliveryDate
APS,베트남어,라벨,aps_workPlanList_col_deliveryDate,Ngày giao,workPlanList.col.deliveryDate
APS,중국어,라벨,aps_workPlanList_col_deliveryDate,交货日期,workPlanList.col.deliveryDate
APS,한국어,라벨,aps_workPlanList_col_item,품목,workPlanList.col.item
APS,영어,라벨,aps_workPlanList_col_item,Item,workPlanList.col.item
APS,베트남어,라벨,aps_workPlanList_col_item,Item,workPlanList.col.item
APS,중국어,라벨,aps_workPlanList_col_item,品项,workPlanList.col.item
APS,한국어,라벨,aps_workPlanList_col_orderNo,오더,workPlanList.col.orderNo
APS,영어,라벨,aps_workPlanList_col_orderNo,Order,workPlanList.col.orderNo
APS,베트남어,라벨,aps_workPlanList_col_orderNo,Order,workPlanList.col.orderNo
APS,중국어,라벨,aps_workPlanList_col_orderNo,订单,workPlanList.col.orderNo
APS,한국어,라벨,aps_workPlanList_col_planEnd,계획완료,workPlanList.col.planEnd
APS,영어,라벨,aps_workPlanList_col_planEnd,Plan End,workPlanList.col.planEnd
APS,베트남어,라벨,aps_workPlanList_col_planEnd,Hoàn thành KH,workPlanList.col.planEnd
APS,중국어,라벨,aps_workPlanList_col_planEnd,计划完成,workPlanList.col.planEnd
APS,한국어,라벨,aps_workPlanList_col_planQty,계획수량,workPlanList.col.planQty
APS,영어,라벨,aps_workPlanList_col_planQty,Plan Qty,workPlanList.col.planQty
APS,베트남어,라벨,aps_workPlanList_col_planQty,SL kế hoạch,workPlanList.col.planQty
APS,중국어,라벨,aps_workPlanList_col_planQty,计划数量,workPlanList.col.planQty
APS,한국어,라벨,aps_workPlanList_col_planStart,계획시작,workPlanList.col.planStart
APS,영어,라벨,aps_workPlanList_col_planStart,Plan Start,workPlanList.col.planStart
APS,베트남어,라벨,aps_workPlanList_col_planStart,Bắt đầu KH,workPlanList.col.planStart
APS,중국어,라벨,aps_workPlanList_col_planStart,计划开始,workPlanList.col.planStart
APS,한국어,라벨,aps_workPlanList_col_process,공정,workPlanList.col.process
APS,영어,라벨,aps_workPlanList_col_process,Process,workPlanList.col.process
APS,베트남어,라벨,aps_workPlanList_col_process,Công đoạn,workPlanList.col.process
APS,중국어,라벨,aps_workPlanList_col_process,工序,workPlanList.col.process
APS,한국어,라벨,aps_workPlanList_col_riskType,리스크유형,workPlanList.col.riskType
APS,영어,라벨,aps_workPlanList_col_riskType,Risk Type,workPlanList.col.riskType
APS,베트남어,라벨,aps_workPlanList_col_riskType,Loại rủi ro,workPlanList.col.riskType
APS,중국어,라벨,aps_workPlanList_col_riskType,风险类型,workPlanList.col.riskType
APS,한국어,라벨,aps_workPlanList_col_sourceType,리스트유형,workPlanList.col.sourceType
APS,영어,라벨,aps_workPlanList_col_sourceType,Source Type,workPlanList.col.sourceType
APS,베트남어,라벨,aps_workPlanList_col_sourceType,Nguồn,workPlanList.col.sourceType
APS,중국어,라벨,aps_workPlanList_col_sourceType,来源类型,workPlanList.col.sourceType
APS,한국어,라벨,aps_workPlanList_col_tmpPlanNo,(임시)작업계획번호,workPlanList.col.tmpPlanNo
APS,영어,라벨,aps_workPlanList_col_tmpPlanNo,Temp Plan No.,workPlanList.col.tmpPlanNo
APS,베트남어,라벨,aps_workPlanList_col_tmpPlanNo,Mã KHSX tạm,workPlanList.col.tmpPlanNo
APS,중국어,라벨,aps_workPlanList_col_tmpPlanNo,(临时)作业计划编号,workPlanList.col.tmpPlanNo
APS,한국어,라벨,aps_workPlanList_col_wc,워크센터,workPlanList.col.wc
APS,영어,라벨,aps_workPlanList_col_wc,Work Center,workPlanList.col.wc
APS,베트남어,라벨,aps_workPlanList_col_wc,Work Center,workPlanList.col.wc
APS,중국어,라벨,aps_workPlanList_col_wc,工作中心,workPlanList.col.wc
APS,한국어,라벨,aps_workPlanList_col_workOrderNo,작업지시번호,workPlanList.col.workOrderNo
APS,영어,라벨,aps_workPlanList_col_workOrderNo,Work Order No.,workPlanList.col.workOrderNo
APS,베트남어,라벨,aps_workPlanList_col_workOrderNo,Mã chỉ thị SX,workPlanList.col.workOrderNo
APS,중국어,라벨,aps_workPlanList_col_workOrderNo,作业指示编号,workPlanList.col.workOrderNo
APS,한국어,라벨,aps_workPlanList_subtitle,총 {total}건 · 위험 {risk}건 · 지연 {delay}건,workPlanList.subtitle
APS,영어,라벨,aps_workPlanList_subtitle,Total {total} · Risk {risk} · Delay {delay},workPlanList.subtitle
APS,베트남어,라벨,aps_workPlanList_subtitle,Tổng {total} · Rủi ro {risk} · Trễ {delay},workPlanList.subtitle
APS,중국어,라벨,aps_workPlanList_subtitle,共 {total}件 · 风险 {risk}件 · 延迟 {delay}件,workPlanList.subtitle
APS,한국어,라벨,aps_workPlanList_title,작업계획 리스트,workPlanList.title
APS,영어,라벨,aps_workPlanList_title,Work Plan List,workPlanList.title
APS,베트남어,라벨,aps_workPlanList_title,Danh sách kế hoạch sản xuất,workPlanList.title
APS,중국어,라벨,aps_workPlanList_title,作业计划列表,workPlanList.title
APS,한국어,라벨,aps_workPlanList_unit,건,workPlanList.unit
APS,영어,라벨,aps_workPlanList_unit,plans,workPlanList.unit
APS,베트남어,라벨,aps_workPlanList_unit,kế hoạch,workPlanList.unit
APS,중국어,라벨,aps_workPlanList_unit,件,workPlanList.unit
